Business Name,State,City,Address,Jobs Retained,Date Approved
"PACIFIC CAPITAL ACCOUNTING SERVICES, LTD",Not Found,Not Found,"21250 Hawthorne Boulevard TORRANCE, CA 90503",Not Found,2020-05-08
ONSHORE TECHNOLOGIES INC.,Not Found,Not Found,"2771 Plaza del Amo #803 TORRANCE, CA 90503",450,2020-05-03
OZUROVICH AND SCHWARTZ,Not Found,Not Found,"3655 Torrance Blvd suite 405 TORRANCE, CA 90503",12,2020-06-30
ONE STOP DOOR SHOP INC.,Not Found,Not Found,"23650 HAWTHORNE BLVD TORRANCE, CA 90505",33,2020-04-11
ONE TOUCH SOLUTIONS INC.,Not Found,Not Found,"370 AMAPOLA AVE SUITE 106 TORRANCE, CA 90501",13,2020-04-30
PACIFIC COAST REPORDUCTIVE CEN,Not Found,Not Found,"3720 LOMITA BLVD STE 200 TORRANCE, CA 90505",33,2020-04-28
"OMNICARE HOME HEALTH, INC",Not Found,Not Found,"2430 Amsler Street Ste. A TORRANCE, CA 90505",19,2020-04-09
"OMICRON ENGINEERING, INC.",Not Found,Not Found,"1513 PLAZA DEL AMO TORRANCE, CA 90501",12,2020-04-28
"OLYMPIA INTERNATIONAL, INC.",Not Found,Not Found,"19600 S VERMONT AVE TORRANCE, CA 90502",24,2020-04-14
"OLSON / KOTOWSKI, INC.",Not Found,Not Found,"3480 TORRANCE BLVD SUITE 300 TORRANCE, CA 90503",8,2020-04-30
OASIS DISCOVERY PARTNERS LLC,Not Found,Not Found,"2537-D PACIFIC COAST HWY STE 346 TORRANCE, CA 90505",30,2020-05-01
"OLSON DUNCAN INSURANCE SERVICE, INC",Not Found,Not Found,"25550 Hawthorne Blvd Ste 203 TORRANCE, CA 90505",21,2020-04-28
NZMK INC,Not Found,Not Found,"3104 Winlock Rd TORRANCE, CA 90505",150,2020-04-10
OJIYA CORPORATION,Not Found,Not Found,"20710 Manhattan PL. TORRANCE, CA 90501",47,2020-04-13
"NUTRI-BON DISTRIBUTION, INC.",Not Found,Not Found,"538 CRENSHAW BLVD TORRANCE, CA 90503",19,2020-04-30
NUNEZ ENTERPRISE INC,Not Found,Not Found,"20335 S Western Ave TORRANCE, CA 90501",32,2020-04-29
NUMENTICA LLC,Not Found,Not Found,"3868 W CARSON ST STE 300 TORRANCE, CA 90503",22,2020-04-16
"NISSAN OF TORRANCE, LLC",Not Found,Not Found,"20550 HAWTHORNE BLVD TORRANCE, CA 90503",Not Found,2020-04-11
NORTH TORRANCE PRE-SCHOOL AND KINDERGART,Not Found,Not Found,"2806 W 182ND ST TORRANCE, CA 90504",41,2020-04-30
"NICHOLAS J. BRAJEVICH, DDS INC.",Not Found,Not Found,"23727 HAWTHORNE BLVD, STE 4B TORRANCE, CA 90505",18,2020-05-27
"NI HAO CHINESE, LLC",Not Found,Not Found,"24596 HAWTHORNE BLVD TORRANCE, CA 90505",10,2020-05-01
"NOTHING TO WEAR, INC",Not Found,Not Found,"630 MAPLE AVE TORRANCE, CA 90503",14,2020-04-12
NEXTGEN SPINE INCORPORATED,Not Found,Not Found,"350 CRENSHAW BOULEVARD SUITE A207D TORRANCE, CA 90503",0,2020-05-02
NEXTGEN AERONAUTICS INC,Not Found,Not Found,"4030 SPENCER ST #108 TORRANCE, CA 90503",21,2020-04-10
NETPAY PAYROLL INC.,Not Found,Not Found,"371 VAN NESS WAY 200 TORRANCE, CA 90501",23,2020-04-13
"NEOTERYX, LLC",Not Found,Not Found,"421 AMAPOLA AVE TORRANCE, CA 90501",40,2020-04-30
"NEVADA SOUTHWOOD PRE-SCHOOL, INC.",Not Found,Not Found,"22422 PALOS BLVD TORRANCE, CA 90505",24,2020-05-03
"NESS TECH INTERNATIONAL, INC.",Not Found,Not Found,"401 Amapola Ave. TORRANCE, CA 90274",26,2020-04-12
NATURALIFE ECO VITE LABORATORIES,Not Found,Not Found,"20433 EARL ST TORRANCE, CA 90503",105,2020-04-06
NATIVITY SCHOOL,Not Found,Not Found,"1250 LAUREL ST MENLO PARK, CA 94025",31,2020-04-28
NATIVITY SCHOOL,Not Found,Not Found,"2371 W. Carson St. TORRANCE, CA 90501",26,2020-04-10
NARMS BABA CORP.,Not Found,Not Found,"701 TORRANCE BLVD TORRANCE, CA 90502",0,2020-04-06
NAGANO MORITA LLP,Not Found,Not Found,"990 W 190TH ST Suite 560 TORRANCE, CA 90502",23,2020-04-29
MYT HOME HEALTH CARE INC,Not Found,Not Found,"1349 EL PRADO AVE TORRANCE, CA 90501",34,2020-05-03
"MYCRYPTO, INC.",Not Found,Not Found,"22640 LUPINE DR TORRANCE, CA 90505",8,2020-05-01
"N.P. TRUCKING MANAGMENT, INC.",Not Found,Not Found,"25814 SKYLARK DR TORRANCE, CA 90505",31,2020-05-03
"MR. R.J.C., INC.",Not Found,Not Found,"2610 COLUMBIA ST TORRANCE, CA 90503",28,2020-04-11
MOVASSAGHI DENTAL GROUP INC,Not Found,Not Found,"17305 CRENSHAW BLVD TORRANCE, CA 90504",Not Found,2020-05-03
MX IMAGING INC,Not Found,Not Found,"2894 COLUMBIA ST TORRANCE, CA 90503",22,2020-05-03
"MOTOI ENTERTAINMENT, INC.",Not Found,Not Found,"23307 WADE AVE TORRANCE, CA 90505",40,2020-05-03
MOTECH CORPORATION,Not Found,Not Found,"2860 CALIFORNIA ST TORRANCE, CA 90503",28,2020-04-28
MONKISH BREWING CO. LLC,Not Found,Not Found,"20311 S. Western Ave TORRANCE, CA 90501",0,2020-04-05
"MOORE, BRYAN, SCHROFF & LLP",Not Found,Not Found,"21515 HAWTHORNE BLVD #490 TORRANCE, CA 90503",10,2020-05-03
MOLEAER INC,Not Found,Not Found,"2441 W. 205th St Suite C105 TORRANCE, CA 90501",23,2020-04-13
MODERN WOMEN'S CARE INC,Not Found,Not Found,"3440 LOMITA BLVD Suite 240 TORRANCE, CA 90505",27,2020-04-29
"MOMENTUM MANAGEMENT, LLC",Not Found,Not Found,"1206 W. Jon St. TORRANCE, CA 90502",15,2020-04-09
"MOMENTUM ENGINEERING CORP., A CALIFORNIA CORPORATION",Not Found,Not Found,"2862 COLUMBIA ST TORRANCE, CA 90503",37,2020-05-03
MISAINE TRADE INC,Not Found,Not Found,"18700 CRENSHAW BLVD TORRANCE, CA 90504",13,2020-05-03
"MJ RESOURCE MANAGEMENT, INC.",Not Found,Not Found,"18119 Prairie Avenue, Suite 104 TORRANCE, CA 90504",24,2020-04-28
MIGHTY TRANSPORT INC,Not Found,Not Found,"1750 WEST 223RD ST TORRANCE, CA 90501",15,2020-04-27
"THREE RIVERS GATEWAY, INC",Not Found,Not Found,"Three Rivers THREE RIVERS, CA 93271",31,2020-04-15
"MIGHTY ENTERPRISES, INC.",Not Found,Not Found,"19706 NORMANDIE AVE TORRANCE, CA 90502",25,2020-04-09
"MK DIAMOND PRODUCTS, INC.",Not Found,Not Found,"1315 STORM PKWY TORRANCE, CA 90501",82,2020-05-03
MILK AND CEREAL PRODUCTIONS INC,Not Found,Not Found,"2412 Amsler Street Suite C TORRANCE, CA 90505",76,2020-04-30
"MICROCOSM, INC.",Not Found,Not Found,"3111 Lomita Ave TORRANCE, CA 90505",12,2020-04-14
"MICRONOVA MANUFACTURING, INC.",Not Found,Not Found,"3431 Lomita Blvd TORRANCE, CA 90505",112,2020-04-15
"MENEMSHA DEVELOPMENT GROUP, INC",Not Found,Not Found,"20521 EARL ST TORRANCE, CA 90503",102,2020-04-06
"MEMBER PLANET, LLC",Not Found,Not Found,"23224 Crenshaw Blvd TORRANCE, CA 90505",22,2020-04-12
MERCFUEL INC,Not Found,Not Found,"2780 SKYPARK DR 300 TORRANCE, CA 90505",34,2020-04-13
"MERCURY AIR GROUP, INC",Not Found,Not Found,"2780 SKYPARK DR 300 TORRANCE, CA 90505",40,2020-04-13
SEQUOIA PARKS CONSERVANCY,Not Found,Not Found,"47050 Generals Highway Unit 10 THREE RIVERS, CA 93271",43,2020-04-27
MIBZ INC,Not Found,Not Found,"2780 PACIFIC COAST HWY TORRANCE, CA 90505",34,2020-05-03
"MEHRAN TABAN MD, INC",Not Found,Not Found,"23451 MADISON ST Suite 110 TORRANCE, CA 90505",18,2020-04-09
MEDIACENTRIC INTEGRATION INC,Not Found,Not Found,"20610 MANHATTAN PL 128 TORRANCE, CA 90501",57,2020-04-10
"MCGUIRE BUILDERS, INC.",Not Found,Not Found,"2293 WEST 190TH ST TORRANCE, CA 90504",32,2020-04-04
"MCL & ASSOCIATES, INC.",Not Found,Not Found,"19780 PACIFIC GATEWAY DR #200 TORRANCE, CA 90502",32,2020-04-28
MCKENNA MOTORS TORRANCE INC,Not Found,Not Found,"18800 HAWTHORNE BLVD TORRANCE, CA 90504",205,2020-04-05
MEDIAMATION INC,Not Found,Not Found,"24310 Garnier St TORRANCE, CA 90505",48,2020-05-12
MEDICAL CHEMICAL CORPORATION,Not Found,Not Found,"19250 Van Ness Avenue 0 TORRANCE, CA 90501",51,2020-05-06
MEASUREMENT ANALYSIS CORP,Not Found,Not Found,"23850 MADISON ST TORRANCE, CA 90505",23,2020-06-17
"MBS DEVELOPMENT, INC",Not Found,Not Found,"2807 Oregon Ct TORRANCE, CA 90503",19,2020-05-18
"MARKMAN & WOLSTAN, A MEDICAL GROUP",Not Found,Not Found,"3838 W CARSON ST Suite 105 TORRANCE, CA 90503",41,2020-04-14
MASCOLA PROFESSIONAL DENTAL CORPORATION,Not Found,Not Found,"19000 HAWTHORNE BLVD TORRANCE, CA 90503",10,2020-04-15
"MATHARU ASSISTED LIVING, INC.",Not Found,Not Found,"2207 Arlington Ave TORRANCE, CA 90501",Not Found,2020-05-03
MARDU INC.,Not Found,Not Found,"3510 Torrance Blvd Ste 220 TORRANCE, CA 90503",46,2020-04-28
MANSON WESTERN LLC,Not Found,Not Found,"625 ALASKA AVE TORRANCE, CA 90503",123,2020-04-07
"MARSHALL ELECTRONICS, INC.",Not Found,Not Found,"20608 MADRONA AVE TORRANCE, CA 90503",92,2020-04-10
"MANAGEMENT PROFESSIONALS, INC.",Not Found,Not Found,"4030 SPENCER ST Ste 104 TORRANCE, CA 90503",0,2020-06-11
MANNYS TICKETS S CORP,Not Found,Not Found,"22917 WADE AVE TORRANCE, CA 90505",2,2020-05-03
MAKINEX USA LLC,Not Found,Not Found,"4232 ARTESIA BLVD TORRANCE, CA 90504",13,2020-04-10
"MADRONA CAR WASH, INC.",Not Found,Not Found,"3405 SEPULVEDA BLVD TORRANCE, CA 90505",45,2020-04-10
"MACRO PLATE, INC.",Not Found,Not Found,"2083 TORRANCE BLVD TORRANCE, CA 90501",23,2020-04-30
"MALCOLM KE, MD, A PROFESSIONAL CORPORATION",Not Found,Not Found,"23456 Hawthorne Boulevard, #100 TORRANCE, CA 90505",19,2020-04-15
MADISON RETIREMENT FACILITY,Not Found,Not Found,"23450 MADISON STREET TORRANCE, CA 90505",50,2020-04-14
"MAC CARGO HANDLING I, LLC",Not Found,Not Found,"2780 SKYPARK DR SUITE 300 TORRANCE, CA 90505",204,2020-04-11
M.ROY NELSON INC.,Not Found,Not Found,"21515 HAWTHORNE BLVD TORRANCE, CA 90503",28,2020-04-28
"MABRY MANAGEMENT CO., INC.",Not Found,Not Found,"23717 HAWTHORNE BLVD 3rd Floor TORRANCE, CA 90505",192,2020-04-29
LUMINIT LLC,Not Found,Not Found,"1850 W 205TH ST TORRANCE, CA 90501",65,2020-04-10
"LCT MANAGEMENT, INC.",Not Found,Not Found,"22905 LOCKNESS AVE TORRANCE, CA 90501",46,2020-04-15
LUNDQUIST INSTITUTE FOR BIOMEDICAL INNOVATION AT HARBOR-UCLA MEDICAL CENTER,Not Found,Not Found,"1124 W. CARSON ST MRL #444 TORRANCE, CA 90502",500,2020-04-12
LOGIC TECHNOLOGY CONSULTING GROUP LLC,Not Found,Not Found,"370 CRENSHAW BLVD STE E206 TORRANCE, CA 90503",11,2020-05-01
"LYNN PRODUCTS, INC.",Not Found,Not Found,"2645 WEST 237TH ST TORRANCE, CA 90505",33,2020-06-19
LANDI RENZO USA CORPORATION,Not Found,Not Found,"23535 Telo Avenue TORRANCE, CA 90505",12,2020-04-30
LAMI PLAST INC,Not Found,Not Found,"22730 Hawthorne Suite 208 Blvd TORRANCE, CA 90505",30,2020-05-01
LA EJUICE LLC,Not Found,Not Found,"22873 LOCKNESS AVENUE TORRANCE, CA 90501",0,2020-04-30
LA CAZE DEVELOPMENT COMPANY LLC (SINGLE MEMBER LLC),Not Found,Not Found,"2601 Airport Drive Suite 300 TORRANCE, CA 90505",12,2020-04-09
L.E.C. SERVICE,Not Found,Not Found,"1865 W 222ND ST TORRANCE, CA 90501",Not Found,2020-04-30
L & B PIPE AND SUPPLY COMPANY,Not Found,Not Found,"22515 S Western Ave TORRANCE, CA 90501",28,2020-04-11
KUZ & KIRB,Not Found,Not Found,"23911 GARNIER ST STE #C TORRANCE, CA 90505",21,2020-04-28
KOPYKAKE ENTERPRISES INC,Not Found,Not Found,"3699 W 240TH ST TORRANCE, CA 90505",43,2020-04-30
LAN & MIKE INTERNATIONAL TRADING INC,Not Found,Not Found,"20435 GRAMERCY PL STE 101 TORRANCE, CA 90501",21,2020-06-19
KLW FITNESS,Not Found,Not Found,"2797 MARICOPA ST TORRANCE, CA 90503",154,2020-04-15
"KING MEDICAL SUPPLY OF CALIFORNIA, INC.",Not Found,Not Found,"20816 Higgins Court TORRANCE, CA 90501",33,2020-04-28
KING'S HARBOR CHURCH SOUTH BAY,Not Found,Not Found,"23915 GARNIER ST TORRANCE, CA 90505",29,2020-04-14
"KKT AUTOMOTIVE, LLC",Not Found,Not Found,"2900 Pacific Coast Highway TORRANCE, CA 90505",50,2020-04-28
SWEET THINGS,Not Found,Not Found,"1 Blackfield Drive TIBURON, CA 94920",41,2020-05-03
ZIPRENT,Not Found,Not Found,"1550G Tiburon Blvd #343 TIBURON, CA 94920",84,2020-05-29
SWEET THINGS,Not Found,Not Found,"1 BLACKFIELD DRIVE TIBURON, CA 94920",Not Found,2020-05-03
WESLEY MEDICAL STAFFING INC.,Not Found,Not Found,"95 Mt Tiburon Road PO Box 987 TIBURON, CA 94920",19,2020-04-14
KIM DUN INC,Not Found,Not Found,"931 W Sepulveda Blvd TORRANCE, CA 90502",143,2020-04-28
SERVINO VENTURE II LLC,Not Found,Not Found,"9 MAIN ST TIBURON, CA 94920",53,2020-05-03
SICILY OXFORD LLC,Not Found,Not Found,"35 Main St TIBURON, CA 94920",23,2020-04-12
"KIM & LEE, LLP",Not Found,Not Found,"2305 W. 190TH STREET TORRANCE, CA 90504",22,2020-04-08
"KIDS IN MOTION PHYSICAL THERAPY, INC",Not Found,Not Found,"21615 Hawthorne Blvd Suite 200 TORRANCE, CA 90503",32,2020-04-15
"KEYSOURCE FOODS, LLC",Not Found,Not Found,"2263 W 190th St TORRANCE, CA 90504",11,2020-04-15
PRECISION DERMATOLOGY INC,Not Found,Not Found,"1 BLACKFIELD DRIVE SUITE 347 TIBURON, CA 94920",Not Found,2020-05-03
"NES AMERICA, INC.",Not Found,Not Found,"39 MAIN STREET TIBURON, CA 94920",355,2020-04-10
KENNY PRODUCTS INC.,Not Found,Not Found,"22889 LOCKNESS AVE TORRANCE, CA 90501",15,2020-05-01
"NES ADMINISTRATIVE SERIVCES, INC.",Not Found,Not Found,"39 MAIN STREET TIBURON, CA 94920",106,2020-04-10
"KAMERYCAH, INC.",Not Found,Not Found,"21250 Hawthorne Blvd Suite 150 TORRANCE, CA 90503",30,2020-05-04
"KAVESH, MINOR & OTIS INC.",Not Found,Not Found,"990 W 190th Street #500 TORRANCE, CA 90502",19,2020-04-09
"KENJOCKETY BIOTECHNOLOGY, LLC",Not Found,Not Found,"1 Acela Dr TIBURON, CA 94920",11,2020-04-13
KARLA L SOULES INC,Not Found,Not Found,"1510 W 228TH ST TORRANCE, CA 90501",Not Found,2020-05-03
"KB DELTA, INC.",Not Found,Not Found,"3340 FUJITA ST TORRANCE, CA 90505",92,2020-04-15
"LAKES/NATIONAL EMERGENCY PHYSICIANS, INC.",Not Found,Not Found,"39 MAIN STREET TIBURON, CA 94920",25,2020-04-10
LEDGER RUN INC,Not Found,Not Found,"174 Avenida Miraflores TIBURON, CA 94920",11,2020-04-30
JAMBA CONSTRUCTION INC.,Not Found,Not Found,"1550 Tiburon Blvd # 222 TIBURON, CA 94920",15,2020-04-27
HYP3R INC,Not Found,Not Found,"544 Silverado Dr TIBURON, CA 94920",5,2020-06-22
"JVHK INVESTMENTS, LLC",Not Found,Not Found,"2335 ABALONE AVE Ste 108 TORRANCE, CA 90501",20,2020-04-12
"JUSTIN-VILLA CARE, LLC",Not Found,Not Found,"21151 SOUTH WESTERN AVENUE # 260 TORRANCE, CA 90501",Not Found,2020-05-03
HALCYON FINANCIAL TECHNOLOGY,Not Found,Not Found,"1 Blackfield Dr # 252 TIBURON, CA 94920",16,2020-04-13
JUST FOR FUN INC,Not Found,Not Found,"557 VAN NESS AVE TORRANCE, CA 90501",18,2020-05-03
DREVER CAPITAL MANAGEMENT,Not Found,Not Found,"2900 Paradise Dr TIBURON, CA 94920",0,2020-05-03
JRDTSP LLC,Not Found,Not Found,"20900 HAWTHORNE BLVD TORRANCE, CA 90503",99,2020-04-09
FIRST LIGHT RESORTS LLC,Not Found,Not Found,"3 Corte Palos Verdes TIBURON, CA 94920",250,2020-04-27
K&AMP;K CONSULTANT GROUP,Not Found,Not Found,"3848 DEL AMO BLVD SUITE 303 TORRANCE, CA 90503",240,2020-05-03
JRC PROPERTY MANAGEMENT INC,Not Found,Not Found,"17707 crenshaw blvd suite 200 TORRANCE, CA 90504",42,2020-04-27
"BURKLAND ASSOCIATES, LLC",Not Found,Not Found,"12 Shepherd Way TIBURON, CA 94920",37,2020-04-10
BLUE ROCK VINEYARD LLC,Not Found,Not Found,"75 Spring Ln TIBURON, CA 94920",19,2020-04-14
BELVEDERE TENNIS CLUB,Not Found,Not Found,"700 Tiburon Blvd TIBURON, CA 94920",14,2020-04-11
JOHN W. ANDERSON ACCOUNTANCY CORPORATION,Not Found,Not Found,"23001 Hawthorne Boulevard Suite 202 TORRANCE, CA 90505",16,2020-05-03
"JPN MART USA, INC.",Not Found,Not Found,"3848 W. Carson St., #330 TORRANCE, CA 90503",310,2020-05-03
JO'S CANDIES LLC,Not Found,Not Found,"2530 W. 237th Street TORRANCE, CA 90505",19,2020-04-14
JOHN NIELSEN CORPORATION,Not Found,Not Found,"361 VAN NESS WAY STE 302 TORRANCE, CA 90501",25,2020-05-07
"JOE GIACOMIN CHEVROLET, INC.",Not Found,Not Found,"23505 HAWTHORNE BLVD TORRANCE, CA 90505",Not Found,2020-04-14
"JPN MART, INC",Not Found,Not Found,"3848 W. Carson Street #330 TORRANCE, CA 90503",121,2020-04-28
"JLT PROMOTIONS, INC.",Not Found,Not Found,"24238 HAWTHORNE BLVD TORRANCE, CA 90505",19,2020-04-14
JESSIE LORD BAKERY LLC,Not Found,Not Found,"21100 S Western Ave TORRANCE, CA 90501",250,2020-05-03
J2MK LLC,Not Found,Not Found,"2421 W 205th Street Suite 125 TORRANCE, CA 90501",16,2020-04-29
JAPANESE AUTOMOTIVE CENTER,Not Found,Not Found,"1846 DEL BLVD TORRANCE, CA 90501",18,2020-05-03
JENLAX PARTNERS INC,Not Found,Not Found,"22410 Hawthorne #5 TORRANCE, CA 90505",3,2020-04-12
"J.C. CHANG & ASSOCIATES, INC.",Not Found,Not Found,"385 VAN NESS AVE Suite 208 TORRANCE, CA 90501",28,2020-04-15
JAMES W MELLERT DDS APC,Not Found,Not Found,"3480 Torrance Boulevard. Suite 100 TORRANCE, CA 90503",14,2020-04-14
"JANNA PHARMACY, INC.",Not Found,Not Found,"4201 Torrance Blvd STE 120 TORRANCE, CA 90503",0,2020-04-11
"JIM'S FLOOR COVERING, INC.",Not Found,Not Found,"23202 MARIPOSA AVE TORRANCE, CA 90502",37,2020-05-01
J&C FOOD CORPORATION,Not Found,Not Found,"2243 W. 230th Place TORRANCE, CA 90501",20,2020-04-14
ITALYS ITALIAN RESTAURANT,Not Found,Not Found,"2731 PACIFIC COAST HWY TORRANCE, CA 90505",58,2020-05-03
INTERNAL MEDICINE AND NEPHROLOGY MEDICAL,Not Found,Not Found,"3291 SKYPARK DR TORRANCE, CA 90505",20,2020-05-03
"IRAJ PESSIAN & ASSOCIATES, AN ACCOUNTANCY CORPORATION",Not Found,Not Found,"21515 Hawthorne Blvd Suite 1085 TORRANCE, CA 90503",13,2020-04-29
"INTELLIGENT OPTICAL SYSTEMS, INC.",Not Found,Not Found,"2520 237TH ST TORRANCE, CA 90505",30,2020-04-09
"INTELLISENSE SYSTEMS, INC.",Not Found,Not Found,"21041 South Western Avenue TORRANCE, CA 90501",500,2020-05-03
IRTRONIX INC,Not Found,Not Found,"20900 Normandie Ave Blvd B TORRANCE, CA 90502",18,2020-04-15
INTELISYN INC,Not Found,Not Found,"2301 WEST 190TH STREET SUITE 100 TORRANCE, CA 90504",Not Found,2020-05-03
INTEGRATED DIGITAL SOLUTIONS,Not Found,Not Found,"21630 Redbeam Avenue TORRANCE, CA 90503",19,2020-04-15
"INSURANCEASSIST, INC.",Not Found,Not Found,"3480 TORRANCE BLVD Ste 110 TORRANCE, CA 90503",48,2020-04-14
"INNER CIRCLE INVESTMENTS, INC.",Not Found,Not Found,"23727 Hawthorne Blvd Ste 1 TORRANCE, CA 90505",10,2020-05-01
INSTANT INFOSYSTEMS,Not Found,Not Found,"2301 WEST 190TH ST TORRANCE, CA 90504",5,2020-04-07
INNOSENSE LLC,Not Found,Not Found,"2531 W 237TH ST STE 127 TORRANCE, CA 90505",30,2020-05-01
INSULATION SUPPLY CO.,Not Found,Not Found,"1901 HARPERS WAY TORRANCE, CA 90501",36,2020-05-05
INDUSTRIAL GASKET AND SUPPLY CO,Not Found,Not Found,"23018 S NORMANDIE AVE TORRANCE, CA 90502",0,2020-05-02
"INDIZEN OPTICAL TECHNOLOGIES OF AMERICAN, LLC",Not Found,Not Found,"2925 CALIFORNIA ST Ste 201 TORRANCE, CA 90503",21,2020-04-08
"INDEPENDENT CARGO SECURITY SCREENING, LLC",Not Found,Not Found,"2780 SKYPARK DR Suite 300 TORRANCE, CA 90505",49,2020-04-13
ICPK CORPORATION,Not Found,Not Found,"22625 S WESTERN AVE TORRANCE, CA 90501",233,2020-05-03
INCINTA FERTILITY CENTER,Not Found,Not Found,"21545 HAWTHORNE BLVD Pavilion B TORRANCE, CA 90503",12,2020-06-30
ICHIBANYA USA,Not Found,Not Found,"2455 Sepulveda Blvd Unit #D TORRANCE, CA 90501",150,2020-04-27
"INDEPENDENT PHYSICAL THERAPY, INC.",Not Found,Not Found,"3244 Sepulveda Blvd. TORRANCE, CA 90505",44,2020-04-10
"ILG RESTAURANT, INC.",Not Found,Not Found,"3525 PACIFIC COAST HWY TORRANCE, CA 90505",37,2020-05-02
"HYGIENE TECHNOLOGIES INTERNATIONAL, INC.",Not Found,Not Found,"3625 Del Amo Boulevard 180 TORRANCE, CA 90503",10,2020-05-03
"HYGENEX, INC.",Not Found,Not Found,"406 AMAPOLA AVE STE 110 TORRANCE, CA 90501",9,2020-05-01
"HSI GROUP, INC.",Not Found,Not Found,"3445 KASHIWA ST TORRANCE, CA 90505",75,2020-05-03
"HUNG MANAGEMENT, INC.",Not Found,Not Found,"21720 Madrona Ave TORRANCE, CA 90503",22,2020-04-12
"HOUSTON/TYNER, A PROFESSIONAL ARCHITECTURAL CORPORATION",Not Found,Not Found,"2630 SEPULVEDA BLVD TORRANCE, CA 90505",26,2020-04-28
"HRM PARTNERS, INC.",Not Found,Not Found,"970 W. 190th Street Suite 660 TORRANCE, CA 90502",9,2020-05-01
HOTTA LIESENBERG SAITO LLP,Not Found,Not Found,"970 W 190TH ST SUITE 900 TORRANCE, CA 90502",84,2020-05-03
HONDATA INC,Not Found,Not Found,"2840 COLUMBIA ST TORRANCE, CA 90503",8,2020-04-30
HOMESTEAD SCHOOLS INC,Not Found,Not Found,"23800 HAWTHORNE BLVD STE 200 TORRANCE, CA 90505",38,2020-05-03
HIT WORLD CORPORATION,Not Found,Not Found,"1815 W.213th Street, Suite 130 TORRANCE, CA 90501",100,2020-04-30
"HIRAI PLANNING, INC.",Not Found,Not Found,"1757 CARSON ST TORRANCE, CA 90501",49,2020-05-03
HIGH GROUND INSURANCE SERVICES,Not Found,Not Found,"2377 CRENSHAW BLVD Suite 304 TORRANCE, CA 90501",24,2020-04-28
"HIPPY TREE, LLC",Not Found,Not Found,"4025 SPENCER ST TORRANCE, CA 90503",35,2020-04-03
"HI-HOPES, INC.",Not Found,Not Found,"2016 W. 165th Street TORRANCE, CA 90504",35,2020-05-01
HOPE INTERNATIONAL HOSPICE INC,Not Found,Not Found,"20705 S. Western Ave #112 TORRANCE, CA 90501",22,2020-04-15
HEXADYNE CORPORATION,Not Found,Not Found,"361 VAN NESS WAY STE 3030 TORRANCE, CA 90501",Not Found,2020-05-03
HESS REAL ESTATE SERVICES INC,Not Found,Not Found,"3820 DEL AMO BLVD STE 324 TORRANCE, CA 90503",Not Found,2020-05-03
"HERITAGE PRODUCE DISTRIBUTING, INC.",Not Found,Not Found,"2161 182ND ST TORRANCE, CA 90504",14,2020-05-03
"HEALTHCARE ENTERPRISE SOLUTIONS, INC.",Not Found,Not Found,"2780 SKYPARK DR STE 295 TORRANCE, CA 90505",15,2020-05-03
HEALTH-ADE LLC,Not Found,Not Found,"2012 Abalone Avenue Unit A TORRANCE, CA 90501",218,2020-04-09
HAWAIIAN VACATION RENTALS LLC,Not Found,Not Found,"2601 AIRPORT DR STE 270 TORRANCE, CA 90505",31,2020-04-30
HANOVER SEARCH US WEALTH MANAGEMENT INC,Not Found,Not Found,"21515 Hawthorne Blvd TORRANCE, CA 90503",9,2020-04-15
HANNOSUKE HOLDINGS INC,Not Found,Not Found,"1815 W.213th Street, Suite 130 TORRANCE, CA 90501",50,2020-04-30
GYNECOLOGIC ONCOLOGY ASSOCIATES,Not Found,Not Found,"23600 TELO AVE Suite 250 TORRANCE, CA 90505",Not Found,2020-04-28
"GULLIVER USA, INC.",Not Found,Not Found,"370 CRENSHAW BLVD TORRANCE, CA 90503",20,2020-04-29
GREEN LIVING CA,Not Found,Not Found,"2321 TORRANCE BLVD TORRANCE, CA 90501",10,2020-04-28
GUARDIAN GROUP INC.,Not Found,Not Found,"2350 W 205th St TORRANCE, CA 90501",17,2020-04-09
"GREEN KNIGHT SECURITY, INC",Not Found,Not Found,"3655 TORRANCE BLVD TORRANCE, CA 90503",48,2020-04-28
GREAT LUCK INC.,Not Found,Not Found,"369 VAN NESS WAY #809 TORRANCE, CA 90501",12,2020-04-29
"H. ELENA RODRIGUEZ, M.D., INC",Not Found,Not Found,"3440 LOMITA BLVD STE 427 TORRANCE, CA 90505",20,2020-04-14
"GRANSTROM MASONRY, INC.",Not Found,Not Found,"19530 NORMANDIE AVE TORRANCE, CA 90502",25,2020-05-01
"HAMADA-YA, LLC",Not Found,Not Found,"21515 WESTERN AVE TORRANCE, CA 90501",56,2020-05-03
"GRAMERCY BAKERY, LLC",Not Found,Not Found,"20405 GRAMERCY PL TORRANCE, CA 90501",49,2020-04-28
GRACIE GLOBAL LLC,Not Found,Not Found,"2440 W. Carson Street TORRANCE, CA 90501",43,2020-04-27
"GORDON AND SCHWENKMEYER, INC.",Not Found,Not Found,"20300 S Vermont Ave Suite 245 TORRANCE, CA 90502",102,2020-04-27
GOVINVEST INC,Not Found,Not Found,"3625 Del Amo Blvd Suite 200 0.0 TORRANCE, CA 90503",18,2020-04-15
"GOODNEWS ENTERPRISES, INC.",Not Found,Not Found,"22549 Hawthorne Blvd TORRANCE, CA 90505",17,2020-04-27
